Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Skill_Retention_Score,Burnout_Risk_Level
120016,Medical,Sophomore,3.028,3.79,Debugging/Troubleshooting,Beginner,1,0,14.69,5,Allowed_With_Citation,6,82.92,Low
103507,Medical,Junior,3.23,3.3,Summarizing_Reading,Intermediate,3,0,20.03,2,Allowed_With_Citation,5,87.48,High
127627,Humanities,Junior,3.168,0.34,Debugging/Troubleshooting,Intermediate,3,0,3.15,2,Actively_Encouraged,3,84.16,Low
124538,Business,Senior,2.608,6.16,Direct_Answer_Generation,Beginner,2,0,11.64,3,Allowed_With_Citation,3,74.42,Medium
105989,Business,Junior,3.683,1.4,Debugging/Troubleshooting,Beginner,2,0,8.59,4,Actively_Encouraged,1,69.13,Low
117234,Arts,Freshman,1.909,13.4,Copywriting/Drafting,Advanced,5,1,14.25,3,Allowed_With_Citation,1,68.91,Medium
135645,Business,Freshman,3.591,6.71,Debugging/Troubleshooting,Intermediate,2,0,23.89,5,Allowed_With_Citation,6,100.0,Low
104911,Medical,Sophomore,3.787,13.54,Debugging/Troubleshooting,Intermediate,3,0,20.19,4,Allowed_With_Citation,5,81.17,High
106149,Business,Senior,3.696,6.49,Direct_Answer_Generation,Intermediate,1,1,8.68,5,Strict_Ban,5,90.41,High
123186,Business,Junior,3.641,2.91,Summarizing_Reading,Intermediate,2,0,12.13,5,Strict_Ban,8,67.91,Medium
109267,STEM,Junior,3.303,6.03,Debugging/Troubleshooting,Beginner,3,1,10.47,3,Actively_Encouraged,1,72.55,Medium
127543,Humanities,Sophomore,3.767,10.23,Direct_Answer_Generation,Beginner,2,1,6.26,3,Allowed_With_Citation,7,80.66,Low
145412,Humanities,Graduate,2.857,5.56,Debugging/Troubleshooting,Intermediate,1,1,18.65,3,Allowed_With_Citation,5,86.29,Medium
126285,STEM,Sophomore,2.975,14.51,Debugging/Troubleshooting,Advanced,3,1,13.27,5,Allowed_With_Citation,7,87.45,Medium
123688,Humanities,Sophomore,3.077,7.5,Copywriting/Drafting,Beginner,3,0,13.97,2,Allowed_With_Citation,4,85.1,High
128819,Humanities,Junior,2.77,15.66,Copywriting/Drafting,Intermediate,3,0,7.49,3,Allowed_With_Citation,1,67.6,High
129410,Humanities,Sophomore,3.715,1.7,Ideation,Intermediate,4,1,16.47,4,Strict_Ban,2,68.19,Low
138970,Arts,Junior,2.296,8.88,Copywriting/Drafting,Beginner,2,0,13.25,5,Allowed_With_Citation,6,74.01,High
138885,STEM,Freshman,2.984,4.54,Copywriting/Drafting,Beginner,3,0,9.56,5,Actively_Encouraged,2,83.12,Medium
132311,Humanities,Sophomore,2.786,3.41,Copywriting/Drafting,Intermediate,2,0,8.88,3,Allowed_With_Citation,5,85.27,Medium
148614,Business,Junior,3.795,10.61,Ideation,Intermediate,3,0,8.56,3,Allowed_With_Citation,4,82.12,Low
131982,Humanities,Graduate,3.611,26.94,Copywriting/Drafting,Beginner,1,0,10.48,8,Allowed_With_Citation,2,66.93,High
130762,STEM,Freshman,3.51,4.54,Debugging/Troubleshooting,Intermediate,3,0,2.57,1,Strict_Ban,1,95.18,Low
111937,Arts,Freshman,3.125,4.89,Copywriting/Drafting,Intermediate,3,0,11.35,5,Allowed_With_Citation,9,57.86,Medium
117652,STEM,Freshman,3.294,3.12,Ideation,Advanced,5,0,11.74,4,Actively_Encouraged,6,92.25,Medium
130769,STEM,Graduate,3.338,0.38,Copywriting/Drafting,Intermediate,2,1,1.65,3,Actively_Encouraged,3,98.56,Medium
125912,STEM,Sophomore,3.868,4.05,Copywriting/Drafting,Intermediate,2,0,13.43,4,Allowed_With_Citation,2,83.01,Low
135740,Arts,Sophomore,1.396,2.04,Copywriting/Drafting,Beginner,1,1,14.09,6,Allowed_With_Citation,4,59.32,Medium
136113,Business,Graduate,3.108,15.51,Debugging/Troubleshooting,Intermediate,3,0,23.97,2,Actively_Encouraged,4,83.19,Medium
103871,Humanities,Freshman,3.456,9.52,Copywriting/Drafting,Intermediate,3,0,8.25,3,Allowed_With_Citation,3,60.68,Low
124768,Business,Sophomore,3.479,6.08,Summarizing_Reading,Advanced,3,0,10.47,1,Actively_Encouraged,2,78.28,Low
146824,STEM,Graduate,3.452,8.68,Summarizing_Reading,Beginner,1,0,11.64,6,Strict_Ban,4,65.25,High
108589,Business,Graduate,2.408,15.91,Ideation,Beginner,3,1,12.27,3,Allowed_With_Citation,6,88.23,Low
129591,STEM,Junior,3.896,14.5,Debugging/Troubleshooting,Beginner,1,0,1.32,6,Allowed_With_Citation,6,79.04,Medium
141100,Business,Junior,1.922,0.6,Summarizing_Reading,Beginner,1,0,9.2,5,Actively_Encouraged,7,52.54,High
140770,Humanities,Senior,3.563,4.65,Summarizing_Reading,Beginner,1,1,12.61,2,Strict_Ban,6,100.0,Medium
113973,Arts,Graduate,3.786,6.5,Debugging/Troubleshooting,Advanced,3,0,8.19,3,Allowed_With_Citation,5,81.84,Medium
123578,Humanities,Senior,3.636,7.87,Ideation,Advanced,4,1,11.84,2,Strict_Ban,6,95.59,Low
100132,STEM,Freshman,3.505,20.76,Ideation,Advanced,3,1,7.95,5,Allowed_With_Citation,4,84.53,Low
105230,Business,Freshman,3.761,2.99,Copywriting/Drafting,Advanced,3,0,14.24,2,Allowed_With_Citation,5,82.28,Medium
132295,STEM,Junior,3.466,12.13,Debugging/Troubleshooting,Beginner,1,1,9.03,5,Allowed_With_Citation,2,55.01,Low
122034,Medical,Senior,3.413,20.22,Copywriting/Drafting,Beginner,3,0,8.99,5,Actively_Encouraged,2,75.53,High
137686,STEM,Junior,2.681,4.86,Direct_Answer_Generation,Advanced,4,0,14.11,1,Allowed_With_Citation,7,66.46,Medium
131188,Medical,Senior,3.017,4.27,Summarizing_Reading,Beginner,2,0,12.22,4,Allowed_With_Citation,5,90.62,Medium
116767,Business,Freshman,3.616,1.48,Ideation,Beginner,1,0,13.42,5,Actively_Encouraged,5,77.36,Medium
116988,STEM,Senior,3.448,0.66,Copywriting/Drafting,Intermediate,1,0,10.97,1,Allowed_With_Citation,7,75.65,Low
123357,STEM,Graduate,3.395,1.73,Debugging/Troubleshooting,Beginner,3,0,14.73,4,Actively_Encouraged,3,53.94,Medium
134100,Humanities,Sophomore,3.078,8.38,Copywriting/Drafting,Intermediate,3,0,10.88,3,Actively_Encouraged,1,67.98,Medium
112651,Humanities,Junior,3.815,11.85,Debugging/Troubleshooting,Beginner,2,0,6.53,2,Actively_Encouraged,8,85.59,High
109332,Arts,Sophomore,2.712,0.56,Direct_Answer_Generation,Beginner,1,0,8.46,2,Actively_Encouraged,4,84.06,Low
113903,Business,Senior,2.501,7.32,Copywriting/Drafting,Beginner,2,1,18.87,2,Allowed_With_Citation,1,51.29,Low
115943,Business,Senior,3.122,2.45,Ideation,Intermediate,2,0,8.99,5,Actively_Encouraged,5,54.23,Low
108198,STEM,Junior,3.692,9.55,Ideation,Advanced,3,0,5.0,3,Strict_Ban,2,74.37,Medium
114725,Medical,Freshman,3.165,7.54,Copywriting/Drafting,Advanced,3,0,8.92,2,Allowed_With_Citation,3,98.43,Medium
103830,STEM,Freshman,3.076,2.06,Debugging/Troubleshooting,Advanced,3,0,6.24,4,Actively_Encouraged,3,75.07,Low
120604,Business,Junior,3.589,10.22,Ideation,Beginner,2,1,15.33,5,Strict_Ban,7,87.3,Medium
141557,Business,Junior,3.116,2.24,Copywriting/Drafting,Advanced,5,1,12.32,1,Actively_Encouraged,3,87.12,Medium
147887,STEM,Junior,2.839,0.64,Debugging/Troubleshooting,Intermediate,4,0,4.53,3,Actively_Encouraged,5,66.8,Medium
114977,Business,Sophomore,3.563,10.18,Debugging/Troubleshooting,Beginner,2,0,4.06,3,Actively_Encouraged,4,60.63,Low
100161,Humanities,Senior,3.564,2.76,Copywriting/Drafting,Beginner,3,0,21.05,1,Actively_Encouraged,5,66.33,Low
147189,Medical,Junior,3.546,11.02,Copywriting/Drafting,Beginner,2,0,9.89,3,Strict_Ban,3,76.06,Low
146080,STEM,Sophomore,2.886,33.67,Ideation,Advanced,3,1,8.32,8,Allowed_With_Citation,5,73.33,High
126825,Arts,Freshman,3.334,10.53,Debugging/Troubleshooting,Advanced,3,1,9.18,5,Allowed_With_Citation,6,97.08,Medium
129397,Humanities,Junior,2.297,3.04,Copywriting/Drafting,Intermediate,3,1,12.02,6,Actively_Encouraged,3,72.74,High
119936,STEM,Sophomore,3.482,2.71,Debugging/Troubleshooting,Beginner,1,1,14.65,2,Strict_Ban,2,63.09,Medium
131553,STEM,Senior,3.809,5.59,Direct_Answer_Generation,Beginner,1,0,14.43,4,Allowed_With_Citation,9,78.86,Low
110251,Business,Senior,3.165,9.96,Ideation,Beginner,2,1,18.36,3,Strict_Ban,2,90.65,Medium
113110,STEM,Junior,3.538,4.13,Debugging/Troubleshooting,Advanced,4,0,16.87,2,Strict_Ban,8,100.0,Low
105872,STEM,Sophomore,3.479,1.86,Debugging/Troubleshooting,Beginner,1,0,16.28,2,Actively_Encouraged,3,79.35,Medium
145157,Business,Sophomore,3.053,16.14,Copywriting/Drafting,Beginner,1,1,17.57,5,Allowed_With_Citation,4,97.79,Medium
148009,Medical,Freshman,3.196,19.12,Direct_Answer_Generation,Beginner,1,1,12.4,5,Actively_Encouraged,4,57.33,Medium
116265,STEM,Senior,3.345,5.79,Debugging/Troubleshooting,Intermediate,3,0,7.47,3,Strict_Ban,9,80.67,Low
108263,Arts,Graduate,2.761,2.08,Ideation,Intermediate,3,1,2.47,1,Allowed_With_Citation,6,73.96,High
148051,Arts,Senior,2.723,10.36,Summarizing_Reading,Beginner,3,0,11.36,2,Actively_Encouraged,3,67.99,Medium
130366,STEM,Senior,3.451,4.71,Ideation,Intermediate,5,1,18.39,4,Allowed_With_Citation,4,84.82,Low
133225,Business,Senior,3.788,10.35,Debugging/Troubleshooting,Advanced,5,1,17.5,5,Allowed_With_Citation,6,88.69,High
148044,Business,Sophomore,3.553,2.56,Copywriting/Drafting,Beginner,1,0,5.07,3,Allowed_With_Citation,7,79.91,Low
130407,STEM,Freshman,3.498,3.54,Direct_Answer_Generation,Intermediate,3,0,8.43,5,Allowed_With_Citation,5,87.78,Medium
109909,STEM,Junior,3.101,5.55,Summarizing_Reading,Advanced,3,1,6.8,1,Actively_Encouraged,4,65.7,Low
136336,STEM,Freshman,3.305,22.86,Debugging/Troubleshooting,Advanced,4,1,9.39,4,Allowed_With_Citation,1,87.08,Medium
134837,Humanities,Freshman,3.149,1.65,Copywriting/Drafting,Intermediate,4,0,11.67,4,Allowed_With_Citation,7,83.37,High
142558,Humanities,Senior,2.938,5.27,Ideation,Intermediate,2,1,12.28,1,Allowed_With_Citation,4,84.53,Medium
115391,STEM,Graduate,3.09,16.88,Ideation,Intermediate,4,1,7.14,6,Actively_Encouraged,6,100.0,Medium
127070,Business,Freshman,2.84,15.01,Ideation,Intermediate,3,0,15.72,4,Actively_Encouraged,3,80.85,Medium
113304,Arts,Freshman,3.208,0.9,Direct_Answer_Generation,Advanced,3,1,16.71,3,Allowed_With_Citation,6,68.11,Medium
130558,Arts,Sophomore,3.003,7.34,Copywriting/Drafting,Intermediate,1,0,12.6,5,Allowed_With_Citation,8,74.37,Medium
140359,Medical,Freshman,2.64,1.13,Summarizing_Reading,Intermediate,3,0,3.19,1,Strict_Ban,7,52.57,Medium
108600,Business,Senior,3.257,9.26,Summarizing_Reading,Intermediate,1,1,15.49,4,Actively_Encouraged,4,73.27,High
124632,Medical,Junior,2.97,5.75,Copywriting/Drafting,Intermediate,3,0,1.98,3,Strict_Ban,3,79.65,Low
119654,STEM,Sophomore,3.948,2.89,Debugging/Troubleshooting,Beginner,3,0,13.64,1,Allowed_With_Citation,2,54.69,Medium
127676,STEM,Junior,3.573,6.12,Direct_Answer_Generation,Beginner,1,1,17.88,3,Strict_Ban,4,87.15,High
131636,Medical,Sophomore,2.607,2.88,Summarizing_Reading,Intermediate,2,0,19.69,1,Allowed_With_Citation,2,76.3,Medium
125298,STEM,Junior,3.856,15.34,Direct_Answer_Generation,Intermediate,2,0,10.22,5,Strict_Ban,2,82.15,Medium
122493,Arts,Graduate,3.382,3.27,Ideation,Intermediate,2,0,2.79,3,Actively_Encouraged,2,61.99,Low
139885,Business,Freshman,2.598,0.29,Ideation,Beginner,1,1,4.38,2,Allowed_With_Citation,3,83.76,Medium
144484,Arts,Freshman,2.819,2.74,Debugging/Troubleshooting,Intermediate,1,1,8.82,3,Strict_Ban,4,81.23,Low
123845,Humanities,Senior,3.795,0.66,Summarizing_Reading,Intermediate,2,0,14.7,1,Actively_Encouraged,1,72.59,Medium
136334,Medical,Junior,3.019,0.82,Copywriting/Drafting,Beginner,3,1,5.69,1,Actively_Encouraged,1,73.01,Low
124883,STEM,Freshman,3.257,17.58,Summarizing_Reading,Advanced,4,0,10.0,3,Allowed_With_Citation,5,79.26,Medium
100080,STEM,Graduate,2.862,5.01,Summarizing_Reading,Beginner,3,1,14.7,2,Allowed_With_Citation,1,76.51,Medium
111166,Business,Junior,3.731,1.2,Ideation,Advanced,3,0,10.97,1,Allowed_With_Citation,3,72.12,High
111545,Humanities,Sophomore,3.567,4.73,Copywriting/Drafting,Intermediate,2,1,9.64,3,Actively_Encouraged,6,60.97,Medium
134618,Humanities,Senior,3.099,10.56,Debugging/Troubleshooting,Intermediate,2,1,12.93,2,Allowed_With_Citation,5,83.74,High
124811,STEM,Freshman,3.85,32.7,Ideation,Advanced,3,1,16.25,7,Strict_Ban,8,86.47,High
145399,Business,Freshman,3.69,7.92,Summarizing_Reading,Advanced,3,0,12.69,2,Actively_Encouraged,1,82.08,Low
113254,STEM,Graduate,3.702,2.17,Debugging/Troubleshooting,Beginner,1,0,8.92,1,Actively_Encouraged,1,63.51,High
105817,STEM,Sophomore,3.864,12.47,Copywriting/Drafting,Beginner,2,0,10.86,3,Allowed_With_Citation,2,64.9,High
145657,Business,Freshman,3.56,2.07,Copywriting/Drafting,Advanced,3,0,15.05,5,Allowed_With_Citation,3,87.25,Medium
133478,Humanities,Junior,3.479,0.72,Debugging/Troubleshooting,Intermediate,3,0,10.66,4,Allowed_With_Citation,5,73.49,Medium
134036,Humanities,Junior,3.145,14.88,Direct_Answer_Generation,Beginner,3,0,4.57,2,Allowed_With_Citation,1,68.71,Medium
138012,Humanities,Senior,2.103,8.73,Copywriting/Drafting,Beginner,2,0,10.23,3,Allowed_With_Citation,4,68.33,High
123874,Humanities,Senior,2.837,2.02,Copywriting/Drafting,Beginner,1,0,11.78,4,Actively_Encouraged,5,85.46,Medium
145401,STEM,Senior,2.592,4.35,Debugging/Troubleshooting,Advanced,3,1,7.17,1,Actively_Encouraged,1,89.6,Medium
149091,STEM,Senior,2.446,4.6,Direct_Answer_Generation,Intermediate,3,1,12.16,4,Allowed_With_Citation,7,100.0,High
131901,Business,Senior,3.567,0.99,Debugging/Troubleshooting,Intermediate,2,1,9.47,2,Strict_Ban,3,78.84,Low
120721,Arts,Senior,2.546,2.55,Copywriting/Drafting,Beginner,1,0,10.24,2,Actively_Encouraged,5,69.6,Medium
118068,Business,Senior,2.19,2.22,Ideation,Beginner,2,0,5.22,1,Actively_Encouraged,4,77.45,Low
140633,STEM,Sophomore,3.285,5.38,Debugging/Troubleshooting,Advanced,3,0,5.09,4,Actively_Encouraged,3,87.04,Medium
105563,STEM,Junior,3.368,9.22,Debugging/Troubleshooting,Intermediate,1,0,6.93,4,Strict_Ban,2,53.44,Low
102031,STEM,Junior,3.728,8.36,Ideation,Intermediate,2,0,15.24,4,Actively_Encouraged,5,86.37,Low
139682,STEM,Senior,3.844,10.15,Ideation,Advanced,4,0,10.71,3,Strict_Ban,4,73.22,Low
140377,STEM,Senior,3.268,3.99,Summarizing_Reading,Beginner,1,0,13.3,4,Allowed_With_Citation,5,72.93,Medium
114120,STEM,Freshman,3.332,6.57,Debugging/Troubleshooting,Advanced,5,0,13.77,1,Actively_Encouraged,1,74.67,Medium
121884,Business,Junior,2.844,14.28,Ideation,Intermediate,1,0,14.48,8,Actively_Encouraged,3,84.62,Medium
141380,STEM,Sophomore,3.83,9.06,Debugging/Troubleshooting,Intermediate,4,0,1.72,4,Allowed_With_Citation,6,82.45,High
108871,Medical,Senior,3.542,6.36,Summarizing_Reading,Advanced,3,0,3.03,4,Strict_Ban,3,89.72,Medium
119932,Arts,Sophomore,2.409,3.55,Copywriting/Drafting,Intermediate,4,0,11.31,1,Strict_Ban,3,80.64,Medium
124995,STEM,Graduate,2.916,3.55,Debugging/Troubleshooting,Beginner,2,0,10.79,3,Allowed_With_Citation,2,73.39,High
125167,Business,Freshman,3.973,2.88,Ideation,Intermediate,3,0,13.41,4,Allowed_With_Citation,4,64.77,Low
114995,Arts,Graduate,2.618,4.36,Copywriting/Drafting,Advanced,3,0,11.12,4,Allowed_With_Citation,6,86.19,High
136982,Medical,Freshman,3.61,2.2,Direct_Answer_Generation,Advanced,3,1,22.63,3,Allowed_With_Citation,1,70.7,Low
100070,Medical,Graduate,2.838,9.62,Copywriting/Drafting,Beginner,1,1,7.64,5,Allowed_With_Citation,5,65.48,Low
136660,STEM,Graduate,3.305,5.98,Ideation,Advanced,3,0,9.91,2,Actively_Encouraged,3,82.1,High
111279,Arts,Senior,3.652,0.23,Ideation,Advanced,4,1,6.93,1,Allowed_With_Citation,8,62.95,Medium
149381,Humanities,Freshman,2.878,4.16,Debugging/Troubleshooting,Beginner,2,1,12.03,4,Actively_Encouraged,8,76.71,Medium
133156,Humanities,Graduate,3.292,9.73,Copywriting/Drafting,Beginner,2,1,9.78,4,Allowed_With_Citation,5,76.31,High
139147,Business,Junior,3.184,9.59,Summarizing_Reading,Intermediate,3,0,14.71,2,Allowed_With_Citation,6,67.54,High
143957,Business,Senior,3.693,1.19,Debugging/Troubleshooting,Beginner,3,0,12.55,2,Strict_Ban,6,65.44,Medium
133845,STEM,Junior,2.531,12.99,Debugging/Troubleshooting,Beginner,3,1,17.21,6,Allowed_With_Citation,1,63.34,Medium
144940,Business,Sophomore,3.424,25.31,Debugging/Troubleshooting,Beginner,3,1,9.76,7,Actively_Encouraged,4,56.44,High
129910,STEM,Junior,2.267,5.48,Debugging/Troubleshooting,Intermediate,3,0,11.74,4,Allowed_With_Citation,5,80.51,High
138453,Business,Junior,3.111,4.84,Summarizing_Reading,Beginner,1,0,10.89,2,Strict_Ban,3,82.64,Medium
129356,Medical,Senior,2.292,9.86,Summarizing_Reading,Beginner,1,1,16.39,2,Allowed_With_Citation,4,91.41,Low
100404,Arts,Senior,3.382,12.02,Copywriting/Drafting,Beginner,1,1,15.55,4,Actively_Encouraged,5,80.62,Medium
108641,Arts,Junior,2.802,31.96,Direct_Answer_Generation,Beginner,1,0,13.6,5,Actively_Encouraged,6,51.06,High
111382,Arts,Graduate,3.303,0.84,Ideation,Intermediate,4,1,15.45,3,Strict_Ban,2,72.84,Low
140292,Humanities,Sophomore,3.114,15.3,Copywriting/Drafting,Beginner,1,0,10.72,2,Actively_Encouraged,7,79.81,Medium
144474,STEM,Freshman,3.559,2.55,Summarizing_Reading,Advanced,4,1,4.82,3,Allowed_With_Citation,3,79.64,High
142103,Humanities,Freshman,2.717,3.18,Copywriting/Drafting,Advanced,3,0,15.51,5,Allowed_With_Citation,3,64.53,Low
128375,Humanities,Junior,3.619,1.51,Summarizing_Reading,Advanced,3,1,7.24,4,Allowed_With_Citation,7,88.83,Low
118797,Business,Junior,3.26,0.11,Copywriting/Drafting,Intermediate,3,0,14.46,3,Strict_Ban,3,59.67,Low
143382,Business,Freshman,3.222,19.97,Copywriting/Drafting,Advanced,4,1,15.28,5,Strict_Ban,9,81.75,Medium
106299,Business,Junior,3.812,10.41,Ideation,Intermediate,2,1,10.52,7,Allowed_With_Citation,6,98.09,High
108230,Business,Freshman,2.803,2.09,Ideation,Advanced,3,1,8.86,1,Allowed_With_Citation,3,91.29,Low
141051,Arts,Sophomore,3.692,3.16,Direct_Answer_Generation,Beginner,2,0,8.69,3,Strict_Ban,5,87.62,Medium
107553,Business,Graduate,2.635,12.15,Debugging/Troubleshooting,Advanced,4,0,12.29,4,Allowed_With_Citation,4,100.0,Medium
139307,Business,Junior,3.279,3.21,Ideation,Beginner,2,1,14.28,2,Actively_Encouraged,1,57.91,Low
110250,STEM,Sophomore,1.666,22.5,Ideation,Intermediate,3,1,12.08,7,Allowed_With_Citation,5,81.58,Medium
119089,Arts,Senior,3.403,7.49,Copywriting/Drafting,Beginner,1,1,11.53,4,Allowed_With_Citation,1,89.51,Low
118380,Business,Senior,3.497,3.88,Ideation,Intermediate,4,0,12.9,5,Allowed_With_Citation,1,82.37,High
141042,Medical,Senior,2.923,5.46,Ideation,Intermediate,3,0,11.64,4,Strict_Ban,3,74.64,High
114813,Business,Sophomore,3.176,1.41,Ideation,Advanced,3,1,10.19,4,Allowed_With_Citation,3,87.34,Medium
123306,Humanities,Junior,3.175,1.91,Direct_Answer_Generation,Intermediate,2,0,11.57,3,Actively_Encouraged,5,80.72,Low
116008,STEM,Junior,3.278,17.39,Debugging/Troubleshooting,Beginner,3,0,18.88,3,Actively_Encouraged,1,80.98,Medium
104918,Humanities,Junior,3.51,15.47,Summarizing_Reading,Intermediate,2,1,14.33,3,Actively_Encouraged,8,57.88,Medium
143480,STEM,Graduate,3.256,0.75,Copywriting/Drafting,Beginner,3,0,14.88,3,Allowed_With_Citation,4,85.11,Medium
123129,Business,Junior,3.549,2.21,Direct_Answer_Generation,Beginner,2,1,7.72,4,Strict_Ban,6,71.18,Medium
102364,Humanities,Graduate,3.432,0.54,Summarizing_Reading,Intermediate,4,0,17.41,1,Allowed_With_Citation,3,87.14,Low
119051,STEM,Graduate,2.094,15.14,Direct_Answer_Generation,Beginner,2,1,12.3,4,Actively_Encouraged,5,74.05,High
143767,STEM,Junior,2.608,10.28,Debugging/Troubleshooting,Advanced,4,1,19.2,6,Allowed_With_Citation,6,98.03,High
122263,STEM,Sophomore,3.772,6.64,Debugging/Troubleshooting,Advanced,5,0,10.62,1,Actively_Encouraged,3,91.1,Low
144667,Humanities,Freshman,3.831,6.16,Summarizing_Reading,Beginner,3,0,15.18,3,Allowed_With_Citation,6,71.88,Low
131796,Arts,Graduate,3.654,0.98,Copywriting/Drafting,Beginner,3,1,15.33,3,Allowed_With_Citation,5,89.23,Medium
119222,Medical,Senior,2.507,4.28,Summarizing_Reading,Advanced,4,0,6.8,3,Actively_Encouraged,3,79.78,Medium
141438,Humanities,Sophomore,2.849,15.9,Copywriting/Drafting,Beginner,2,1,11.73,5,Allowed_With_Citation,2,54.01,Medium
122712,Business,Senior,3.145,4.02,Ideation,Advanced,3,0,13.32,1,Allowed_With_Citation,3,80.46,Medium
146484,Business,Junior,3.705,2.99,Debugging/Troubleshooting,Intermediate,2,1,12.3,4,Allowed_With_Citation,5,66.96,Low
114846,Arts,Senior,3.107,2.27,Copywriting/Drafting,Intermediate,5,0,9.01,4,Actively_Encouraged,3,75.28,Medium
144388,Business,Junior,3.452,9.95,Debugging/Troubleshooting,Beginner,1,0,14.14,5,Strict_Ban,5,80.83,High
132298,Humanities,Sophomore,3.203,2.11,Copywriting/Drafting,Beginner,2,1,7.87,5,Actively_Encouraged,2,96.96,Low
119609,Business,Junior,2.916,6.88,Summarizing_Reading,Advanced,5,0,8.85,4,Strict_Ban,3,84.01,Medium
142306,Humanities,Freshman,3.247,1.87,Copywriting/Drafting,Intermediate,2,0,11.26,3,Actively_Encouraged,4,82.27,Low
122507,Business,Senior,3.398,1.44,Ideation,Intermediate,3,0,14.29,1,Allowed_With_Citation,3,51.44,Medium
120976,Humanities,Junior,3.196,1.35,Ideation,Advanced,4,1,7.14,2,Strict_Ban,1,79.05,Low
116540,Arts,Senior,2.622,5.76,Summarizing_Reading,Intermediate,3,0,8.27,1,Allowed_With_Citation,4,99.05,Medium
117319,Medical,Freshman,2.57,2.47,Summarizing_Reading,Beginner,2,0,5.17,2,Actively_Encouraged,4,68.78,Medium
104605,Arts,Junior,2.649,2.47,Ideation,Beginner,3,1,6.48,2,Allowed_With_Citation,1,69.34,Medium
148949,Humanities,Senior,2.748,6.57,Ideation,Beginner,3,1,18.53,4,Actively_Encouraged,7,77.82,Medium
123777,Business,Freshman,3.472,2.13,Ideation,Advanced,3,0,8.43,2,Strict_Ban,1,71.92,Low
110162,Business,Freshman,3.592,10.58,Ideation,Beginner,2,1,6.36,5,Actively_Encouraged,2,67.62,Low
138362,STEM,Freshman,3.122,5.43,Copywriting/Drafting,Intermediate,4,0,19.19,5,Allowed_With_Citation,5,80.38,Low
108271,Humanities,Senior,3.162,9.22,Copywriting/Drafting,Beginner,2,0,18.39,3,Allowed_With_Citation,1,76.44,Medium
117063,Medical,Freshman,3.404,11.88,Summarizing_Reading,Advanced,4,1,13.34,4,Actively_Encouraged,6,77.59,High
147956,Arts,Junior,3.582,9.17,Direct_Answer_Generation,Intermediate,2,0,14.13,1,Allowed_With_Citation,1,76.22,Medium
120758,Medical,Graduate,3.123,6.7,Summarizing_Reading,Advanced,4,1,10.63,3,Allowed_With_Citation,2,75.19,High
137810,Medical,Freshman,2.838,19.26,Summarizing_Reading,Advanced,4,1,8.84,7,Actively_Encouraged,8,89.3,Medium
132303,Medical,Freshman,3.479,21.01,Summarizing_Reading,Intermediate,3,1,16.14,4,Actively_Encouraged,3,90.12,Low
141521,Medical,Graduate,2.848,15.36,Ideation,Intermediate,3,1,10.57,7,Strict_Ban,10,68.35,High
109364,STEM,Freshman,3.608,6.74,Copywriting/Drafting,Advanced,3,1,9.28,3,Actively_Encouraged,3,90.0,Low
134096,STEM,Senior,3.65,5.63,Direct_Answer_Generation,Advanced,5,0,11.6,4,Allowed_With_Citation,9,93.52,Low
121494,Medical,Sophomore,2.94,4.34,Summarizing_Reading,Intermediate,2,0,14.69,4,Allowed_With_Citation,3,100.0,Low
114685,Arts,Senior,2.378,25.59,Ideation,Intermediate,2,1,6.65,7,Strict_Ban,10,60.6,High
136933,Arts,Freshman,3.127,0.75,Copywriting/Drafting,Intermediate,5,0,18.69,2,Actively_Encouraged,1,83.36,Low
109691,Medical,Freshman,3.489,6.79,Summarizing_Reading,Beginner,3,1,16.36,2,Allowed_With_Citation,6,93.45,Low
128469,Arts,Freshman,3.286,6.1,Copywriting/Drafting,Advanced,3,1,1.0,3,Actively_Encouraged,1,63.29,Medium
144923,STEM,Freshman,2.914,18.69,Copywriting/Drafting,Advanced,4,0,11.75,5,Allowed_With_Citation,3,77.82,Medium
105928,Business,Sophomore,3.377,23.76,Debugging/Troubleshooting,Advanced,5,1,18.97,4,Actively_Encouraged,9,91.24,Medium
142067,Arts,Senior,3.596,11.78,Debugging/Troubleshooting,Beginner,3,0,25.1,4,Allowed_With_Citation,7,78.77,Medium
106487,Medical,Junior,3.519,5.21,Summarizing_Reading,Intermediate,2,0,15.99,1,Actively_Encouraged,3,58.51,Medium
110926,STEM,Junior,2.827,28.06,Debugging/Troubleshooting,Intermediate,1,1,13.51,6,Allowed_With_Citation,6,48.5,High
140313,Business,Junior,3.24,2.17,Debugging/Troubleshooting,Advanced,4,1,13.22,1,Allowed_With_Citation,6,84.18,Low
131377,Medical,Junior,3.821,13.83,Copywriting/Drafting,Advanced,3,0,7.87,4,Actively_Encouraged,3,70.31,Medium
129611,Business,Junior,3.762,4.74,Summarizing_Reading,Beginner,3,0,18.66,3,Allowed_With_Citation,6,81.46,Medium
131649,Business,Graduate,3.128,6.06,Summarizing_Reading,Intermediate,3,0,13.37,3,Allowed_With_Citation,6,83.63,Medium
